dataset,method,run_id,n_tasks,accuracy_all_avg,accuracy_final,accuracy_seen_avg,ace_all_avg,ace_final,ace_seen_avg,backward_transfer,brier_all_avg,brier_final,ece_final,ece_seen_avg,ece_all_avg,forward_transfer,sce_all_avg,sce_final,sce_seen_avg,asce_final,duration_s
cifar100,sdlora,0,10,0.31746000051498413,0.5192000269889832,0.633708655834198,0.00902016422526769,0.00019854967262735514,0.00013136665369075214,-0.17577776312828064,0.9367347229629029,0.6199117617851023,0.038847275577485546,0.03148720605551961,0.2619679587005078,0.0,0.007679816769409179,0.0008188836975097656,0.0005990881576144508,0.0008160476074218754,2396.7144988472573
cifar100,sdlora,3,10,0.31679999828338623,0.5183999538421631,0.6323636770248413,0.009051514323659648,0.0003793109046434976,0.0002235490106077501,-0.1572222113609314,0.9439939233196635,0.6273822288282608,0.04358597023822368,0.03988170737162883,0.27028861341461535,0.0,0.00787643348388672,0.0009579858703613283,0.0007878129196530297,0.0009567391967773436,2383.8697970900685
cifar100,sdlora,4,10,0.31387001276016235,0.504800021648407,0.6296710968017578,0.009042034253128746,0.00032395280461781743,0.00015048316617417075,-0.17388887703418732,0.9479984967793419,0.6480757018498454,0.06141640970781445,0.0388902648594869,0.2711982729778438,0.0,0.007794534402465821,0.0012211368408203125,0.0007488646876743861,0.0012198014526367184,2391.2530572749674
cifar100,tball,2,10,0.33077001571655273,0.541700005531311,0.6524296998977661,0.008997792135519366,9.465798419341382e-05,0.00014402697518147152,-0.16695556044578552,0.9075230129356362,0.5981424193923345,0.03422515583038332,0.026677376795775372,0.23549153261136263,0.0,0.007228053585815429,0.0006434293518066409,0.0005554654549068877,0.0006441103515624999,2530.016406086739
cifar100,tball,1,10,0.32547998428344727,0.5315999984741211,0.6445158123970032,0.009009933835841748,0.0002215614642074796,0.00012080736346462078,-0.17580001056194305,0.9201860578332228,0.6123877076851937,0.043339783096313485,0.031439416015772596,0.24601486461035912,0.0,0.007376706182861329,0.000834938995361328,0.0006004293776860313,0.0008349495849609376,2502.5254596490413
cifar100,tball,0,10,0.32266998291015625,0.5316000580787659,0.6365813612937927,0.008997745732386995,8.517219575913655e-05,0.00012119014792259515,-0.17275555431842804,0.9198816312798336,0.5967402198574262,0.031256673198938385,0.026479870076658474,0.24404163001034407,0.0,0.00733091785583496,0.0005476772766113282,0.0005459536497933524,0.0005475295410156256,2517.07523832703
cifar100,tball,3,10,0.32582002878189087,0.5449000000953674,0.6433197259902954,0.008998882039000523,7.626615986181404e-05,8.379875831477526e-05,-0.16366666555404663,0.9187541357874973,0.5916261700125993,0.02167337093353272,0.027919241766903607,0.24476200091809033,0.0,0.0073779136383056625,0.0004248461608886719,0.0005484159100577944,0.0004232606811523439,2504.2249593562447
cifar100,tball,4,10,0.3283900022506714,0.5334000587463379,0.6487045288085938,0.009005808359368352,0.00016043445918196802,0.0001475822155910105,-0.17057780921459198,0.9132722750409952,0.6057503930755548,0.03786844602413477,0.027595344877282657,0.23547332474637778,0.0,0.007242993377685547,0.0007110053405761723,0.0005768103594764831,0.0007105402221679691,2550.361732772086
cifar100,tball-mnd,2,10,0.33044999837875366,0.5472999811172485,0.6505042314529419,0.009029360231234976,0.0004703506885562099,0.0003748064760663749,-0.14955554902553558,0.8961734975051805,0.5947105989775601,0.025815118075907233,0.039101725027037286,0.20975755224287512,0.0,0.006819284484863281,0.0006517367248535157,0.0008926991609906395,0.0006566781005859377,4303.7679593432695
cifar100,tball-mnd,1,10,0.32607001066207886,0.5368000268936157,0.6435846090316772,0.009004156608363649,0.0002528912891298517,0.00025703982539336523,-0.15511110424995422,0.9042109414885882,0.6045046769192921,0.02601104412078855,0.03629537270748678,0.21579553079243746,0.0,0.006918228924560547,0.0005337665405273435,0.0007811820705232166,0.0005341542968750002,4266.557848243974
cifar100,tball-mnd,0,10,0.32322001457214355,0.538100004196167,0.6374640464782715,0.009029194568359994,0.00046791556456778224,0.00033089904992607787,-0.16500000655651093,0.9041807463107563,0.5968095420994343,0.018468311882019042,0.03051016873501595,0.21449071910329165,0.0,0.006890097933959961,0.0006509561462402343,0.0007880876258910648,0.0006520093383789065,4306.835729768965
cifar100,tball-mnd,3,10,0.3278999924659729,0.5478999614715576,0.645175576210022,0.00903227868220257,0.0004980183024909358,0.0003261538771004386,-0.15026666224002838,0.9001820187809418,0.5875990332687144,0.020899147100374108,0.0346893767236389,0.21150006017714737,0.0,0.0068464129364013675,0.0005581198425292969,0.0008257462898496598,0.0005586585693359375,4258.926963340025
cifar100,tball-mnd,4,10,0.32802003622055054,0.5376999974250793,0.645323634147644,0.009030386837042584,0.0004949647504370665,0.0004189040412234643,-0.15453332662582397,0.899264255295947,0.6000535544388823,0.019697830879688256,0.03751834232982928,0.2077325240625069,0.0,0.006770272842407226,0.0006684093322753905,0.0009005883001539444,0.0006702551269531251,4622.038588916883
core50,ball,2,10,0.2638092637062073,0.3854873776435852,0.5447281002998352,0.01950402212664768,0.0045326991698779176,0.0032022777152744854,-0.16988299787044525,1.0912853048784,0.8093391418899355,0.12937539730072023,0.11199430943085562,0.36099880090177056,0.0,0.018485319195556644,0.005246296997070313,0.004529595650674007,0.005245474365234376,6581.147086249199
core50,ball,1,10,0.24741172790527344,0.34407564997673035,0.5244829058647156,0.0198858521338708,0.0061945294351466,0.003694992504559838,-0.18981927633285522,1.1166278306166084,0.8626198898223407,0.18357157154083253,0.1379934918226048,0.38708003116846085,0.0,0.019193889324951172,0.007331283691406249,0.005527209210650851,0.007333663085937499,6579.233831387013
core50,ball,0,10,0.2552858889102936,0.37105587124824524,0.532753050327301,0.019670785143422916,0.005580517169244588,0.003446221602929172,-0.22588136792182922,1.0951946298226987,0.8240241494590514,0.1569317748069763,0.12458040032599471,0.36899000290751455,0.0,0.018750530334472652,0.006528168273925782,0.005115918599197326,0.0065281708984374996,6945.404106701259
core50,ball,3,10,0.24149969220161438,0.34195905923843384,0.5113064050674438,0.020143566785650307,0.006488759138934316,0.004204047798437402,-0.1783510446548462,1.1255358334111467,0.878031980971762,0.19690211546048522,0.1528366347669109,0.39170003259517255,0.0,0.019427869201660154,0.007909222717285155,0.006108219585212947,0.00790924072265625,6600.680331534706
core50,ball,4,10,0.24799378216266632,0.38145360350608826,0.5137696862220764,0.01966034411631456,0.004458096220124514,0.0037200211859197948,-0.14774958789348602,1.1187347065829816,0.8202566697759863,0.1310500654220581,0.14269944040420907,0.38294316550880664,0.0,0.01896471514282226,0.005261539123535156,0.005633530998700533,0.005260499267578124,6582.07530937111
core50,clora,2,10,0.22845974564552307,0.3471532464027405,0.48899683356285095,0.020742648122114772,0.007632840661814903,0.0051948227848097085,-0.17971335351467133,1.1537603869220394,0.8615144283009911,0.19116165056228637,0.19056028221639326,0.4184161204910278,0.0,0.02038566414794922,0.008480602966308592,0.007749181564508913,0.008477001953125002,4583.1243434879
core50,clora,1,10,0.2360043078660965,0.346651554107666,0.49523940682411194,0.020232787026219855,0.007281280081171543,0.004637532500340181,-0.15906155109405518,1.1337860429681519,0.8522123819554228,0.1741947687149048,0.16343974439432093,0.39618032213121657,0.0,0.01981500019226074,0.007647310119628905,0.006779931442612297,0.007650617309570312,4537.617361087818
core50,clora,0,10,0.21065685153007507,0.3190663158893585,0.4511778950691223,0.021483748204669778,0.00875378277478693,0.006378980761926017,-0.1721096932888031,1.177205277666864,0.8931275181031677,0.21265716052055358,0.21393553025084627,0.43085563897430895,0.0,0.0212145213470459,0.009305592529296875,0.008872395837552324,0.009305289611816406,4645.366731866263
core50,clora,3,10,0.2212686538696289,0.3258435130119324,0.47578930854797363,0.02086531331249828,0.007892182510318235,0.005447363495179916,-0.15512363612651825,1.1582356344991902,0.890433131743985,0.21223370537757874,0.19987548575824843,0.41853777413241566,0.0,0.020422077810668942,0.008538812133789061,0.007970988280274502,0.008540939941406252,4518.563500640914
core50,clora,4,10,0.24260596930980682,0.3815773129463196,0.5053890347480774,0.020570496900262934,0.0070207599394810395,0.00495541838415355,-0.1620565950870514,1.1410707010774075,0.8262568803902625,0.17366802554130556,0.17736079373484098,0.41210365379631525,0.0,0.020094515829467773,0.007530232177734375,0.0072205182939578,0.007528788879394531,4546.027283537202
core50,ewc,2,10,0.13409094512462616,0.1113191470503807,0.3569432199001312,0.02259531026371312,0.01729543074667454,0.008962425646061638,-0.7232985496520996,1.1482021665749476,1.1489921646460537,0.35225159172862774,0.18780983621148917,0.36543614172995087,0.0,0.02110333910598755,0.017032079467773433,0.009532060241625733,0.017039728088378905,5157.318730327301
core50,ewc,1,10,0.1387253850698471,0.12676779925823212,0.3526073694229126,0.022732505612593074,0.018244708784759048,0.00934883926365546,-0.7038100957870483,1.155092133721464,1.1432796344159497,0.3469948019474745,0.19584318867886805,0.3695138753645122,0.0,0.02137936281967163,0.01780800219726562,0.009844504959954823,0.017812712463378906,5012.093593112193
core50,ewc,0,10,0.12436485290527344,0.08833275735378265,0.32404473423957825,0.02310770718514594,0.020643748966634276,0.009794171953439918,-0.6933748126029968,1.1750370314125953,1.1901687642259093,0.38319332271814344,0.21688474226224588,0.3830119557489454,0.0,0.02188112710342407,0.020271287170410154,0.010689126857242713,0.020270279724121095,5090.915814938955
core50,ewc,3,10,0.12319256365299225,0.08545765280723572,0.3326791226863861,0.023864604434589393,0.016818817621707918,0.010866671237828335,-0.7268673181533813,1.183983410273195,1.134870362234714,0.3309328617453575,0.23265722783160672,0.39739174916259945,0.0,0.022415718646240233,0.0164250715637207,0.011484943021643138,0.016439385681152344,5058.048891892191
core50,ewc,4,10,0.11629781872034073,0.09374566376209259,0.3246597945690155,0.02320371677117953,0.01489172878789902,0.0099338700038424,-0.762121856212616,1.1738918875694244,1.0938077034404137,0.28565350658893585,0.20760433090018865,0.3786217573308945,0.0,0.021725520461273195,0.01442972319030762,0.010670464368308756,0.014432468490600588,5138.8156163604
core50,inflora,2,10,0.17447999119758606,0.19285061955451965,0.4115065038204193,0.021508270547066725,0.01213578539633751,0.006645150735012484,-0.6069831848144531,1.1133522138613112,1.011510730089427,0.23339973347783088,0.1543437633640545,0.346812897785306,0.0,0.020114549754333497,0.012077485931396483,0.007501467838825477,0.012076919372558594,4158.341798257083
core50,inflora,1,10,0.1783687025308609,0.1968287229537964,0.4185478091239929,0.020683978782676537,0.009753925793409349,0.00601877236746224,-0.6152363419532776,1.0899903404044722,0.9839724207737665,0.20914359151199463,0.1353503205281263,0.32146510214686397,0.0,0.01915943540649414,0.009769730590820312,0.0066312500903653775,0.009766623748779294,4230.4794262629
core50,inflora,0,10,0.18586181104183197,0.18429014086723328,0.4353155493736267,0.020636031871737914,0.011610614542007444,0.005021580706020336,-0.5962652564048767,1.0850387959272632,1.0070830965750062,0.2188197855196893,0.11911582488325922,0.3148026894780248,0.0,0.018752062564086916,0.011571828399658203,0.005703803514499076,0.011572540130615235,4141.607105304021
core50,inflora,3,10,0.17514356970787048,0.16837367415428162,0.421647846698761,0.020478593574775012,0.010367171342849731,0.005075669059178491,-0.6047583818435669,1.0961834242474875,1.0225530412675166,0.23406741930618882,0.13047180424736501,0.3240925460962206,0.0,0.018755403292846678,0.010662630432128907,0.005874752663230691,0.010662371307373046,4145.665965917986
core50,inflora,4,10,0.18476620316505432,0.20728699862957,0.4353480339050293,0.020181206555879676,0.008749637835502626,0.004832718962380157,-0.5595020651817322,1.0843309518204038,0.9598363219391413,0.17596236387193204,0.11598260392579529,0.3136737226376682,0.0,0.018581306158447268,0.008799322570800782,0.005511091304025874,0.008796050491333007,4166.899018737953
core50,lora,2,10,0.11505801975727081,0.07049611955881119,0.3269914388656616,0.024389980105735315,0.021029888697266578,0.011574626750337864,-0.818810760974884,1.2012578090158335,1.2678183911965673,0.46356039420366285,0.24612096708251455,0.41445906974554053,0.0,0.022684667306518552,0.020459609069824216,0.011971859690891437,0.020454558044433593,3896.611217481084
core50,lora,1,10,0.11034353822469711,0.07908305525779724,0.3115271031856537,0.02538200927280402,0.024506788064032795,0.012830270043048347,-0.7897047996520996,1.2307460898398241,1.340784089376204,0.5308217212557792,0.27828998954194367,0.4390184890269488,0.0,0.023895238940429685,0.023963383697509763,0.013226307469837596,0.023968858917236328,3973.801921433769
core50,lora,0,10,0.1066841259598732,0.07470222562551498,0.2977624535560608,0.024899419009938514,0.023346107934027915,0.012448588280779669,-0.7880160212516785,1.2206013109580132,1.2668543916490467,0.45629617526531224,0.2692149116407363,0.42575609587699176,0.0,0.023478450631713867,0.02199267193603515,0.013145792208647583,0.021993714050292972,3882.1225160090253
core50,lora,3,10,0.10807816684246063,0.07429233193397522,0.30646398663520813,0.026025758576305215,0.02402857038098574,0.013644086261832795,-0.7903469800949097,1.2294027891574548,1.2460427390735018,0.4250580633416772,0.28643711587673665,0.4372807327681779,0.0,0.024091267742919927,0.022609478332519528,0.01404440094939915,0.022605218383789063,3906.5454474329017
core50,lora,4,10,0.10848657041788101,0.08117668330669403,0.3130800724029541,0.024438900677999344,0.01906897205543518,0.011955355125446113,-0.8271691799163818,1.209595192648935,1.2034460480566476,0.3919672110676765,0.25778898801431166,0.4181846329607814,0.0,0.02283444141540527,0.01823183770751953,0.01246448457996639,0.018227078491210934,3878.4877260234207
core50,rwalk,2,10,0.019647669047117233,0.021170731633901596,0.05863025784492493,0.018286672844338416,0.0023168126220703116,0.0037351253456321537,-0.10068920999765396,1.0197569733405882,0.9806642734679503,4.46197509765614e-05,0.011422095104789629,0.04659032714843749,0.0,0.00824007671508789,7.650390624999032e-06,0.001565634404091454,2.8582031249998335e-05,7793.151578536723
core50,rwalk,1,10,0.02129821479320526,0.020867768675088882,0.06886186450719833,0.02200569016543901,0.006639439190864563,0.010277252331180233,-0.18783514201641083,1.0457895196893328,0.9835674208110948,0.0048539611816406265,0.037529230674311645,0.08137573287963865,0.0,0.012215013314819336,8.095703124998826e-06,0.005221274354993968,5.515625000000746e-06,7826.40834310092
core50,rwalk,0,10,0.020124075934290886,0.01994105987250805,0.05988021567463875,0.01825188418638706,0.0020309785766601564,0.003518835984503375,-0.07883469015359879,1.0196076217080474,0.9806234996303552,0.0015461853027343778,0.009832852552237268,0.04614560073852539,0.0,0.008203656079101562,1.690429687499842e-05,0.0015162636981974973,6.49218749999847e-06,7869.193213172257
core50,rwalk,3,10,0.02042493410408497,0.020867768675088882,0.059690605849027634,0.01794613017334938,0.0015295087890625,0.002517724886111566,-0.08599431067705154,1.0183743840892154,0.9803219222911388,0.0012080093383789077,0.005798744963223708,0.04377236999511719,0.0,0.008899860212707519,8.943359374999349e-06,0.0005983081440157948,2.10156249999989e-05,7767.257381757256
core50,rwalk,4,10,0.020024742931127548,0.02136409282684326,0.056561361998319626,0.018459714354324343,0.002320056884765625,0.004130266433267088,-0.1545112431049347,1.0204073283764254,0.9807954925004573,0.000534225463867187,0.010120014343908985,0.04678215209960938,0.0,0.008398116674804687,5.92187499999855e-06,0.0017756578362913874,5.064453124998397e-06,7807.757282536011
core50,sdlora,2,10,0.31626981496810913,0.47666868567466736,0.641353964805603,0.019415769345451563,0.0060210162434814266,0.00249963199361299,-0.26129066944122314,0.9987842483862698,0.6931693926121364,0.13945949923992157,0.07775996993635241,0.3407658678469062,0.0,0.018463539794921872,0.006489305236816406,0.0034456752558215805,0.006477702148437501,5351.4879025998525
core50,sdlora,1,10,0.3014380633831024,0.46623215079307556,0.6177507042884827,0.01972214305554564,0.006225964476835915,0.003029326378568095,-0.2647761404514313,1.0269769514184073,0.7126825442922445,0.14187263171672823,0.10070141048849177,0.3595940628947317,0.0,0.018982754071044924,0.006834335876464844,0.004332259739242662,0.006836435546874999,5409.42167867301
core50,sdlora,0,10,0.30908191204071045,0.47054409980773926,0.6313136219978333,0.019835009383811376,0.006440882358120987,0.0030118715758367135,-0.28644001483917236,1.0200304214281144,0.7165429066265186,0.16490802614688874,0.10162083356047875,0.3636550475946069,0.0,0.01915464666748047,0.007562645874023438,0.004379325948187426,0.0075587046508789075,5342.000388953835
